match_id,tiratore,distanza,angolo,difensori_cono,portiere_cono,distanza_min_difensore,body_part,shot_type,goal
3835330,Irene Guerrero Sanmartín,18.157092278225605,19.389572166606033,1,1,1.4934799616559464,Left Foot,Open Play,0
3844385,Svenja Huth,24.363292059982367,17.381980351529652,1,1,1.8661022822372517,Right Foot,Open Play,0
3844385,Julia Hickelsberger Füller,18.967867565965342,20.77235516552359,0,1,1.3244925181496898,Right Foot,Open Play,0
3844385,Alexandra Popp,15.239750654128173,29.34957633911335,1,1,2.075135410439302,Right Foot,Open Play,0
3844385,Marina Georgieva,9.533624704172073,44.50225808982366,3,1,0.6666599075830992,Head,Open Play,0
3844385,Lina Magull,13.958868148958208,16.447625884009085,1,1,0.48067794495904703,Left Foot,Open Play,0
3844385,Lina Magull,12.738916751435339,32.83567847319857,1,1,3.8403147645375673,Right Foot,Open Play,1
3844385,Sarah Puntigam,16.875129629131745,24.625987074449583,4,1,3.235214994382328,Left Foot,Open Play,0
3844385,Giulia Gwinn,22.21215883249532,19.643939340134498,1,1,0.6715641539105045,Left Foot,Open Play,0
3844385,Verena Hanshaw,25.358430550804993,16.21896831893068,1,1,5.3755310396937555,Left Foot,Open Play,0
3844385,Sara Däbritz,7.615773105863909,29.744881296942197,2,1,0.5515668969422103,Head,Open Play,0
3844385,Sarah Puntigam,36.70054495508207,12.440075166342815,2,0,1.2158641573787774,Left Foot,Open Play,0
3844385,Svenja Huth,12.423365083583434,15.205343239355107,0,1,1.3910491021899734,Right Foot,Open Play,0
3844385,Giulia Gwinn,6.576473218982953,62.34373259765942,0,1,1.4665910179884163,Head,Open Play,0
3844385,Klara Bühl,25.719447894540817,11.897783629906336,0,1,3.158493498929192,Right Foot,Open Play,0
